Timestamp,Zone,Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),Light(lx),Sound(dB)
2026-08-19 16:22:41,ZONE_A,28.89,90.00,1000.08,99.87,715.00,46.0
2026-08-19 16:22:43,ZONE_A,28.88,90.00,1000.06,100.04,808.33,58.0
2026-08-19 16:22:45,ZONE_A,28.89,90.00,1000.08,99.80,870.00,55.0
2026-08-19 16:22:47,ZONE_A,28.89,90.00,1000.03,100.27,860.00,56.0
2026-08-19 16:22:49,ZONE_A,28.89,90.00,1000.06,100.03,783.33,54.0
2026-08-19 16:22:51,ZONE_A,28.88,90.00,1000.06,100.00,714.17,64.0
2026-08-19 16:22:53,ZONE_A,28.86,90.00,1000.04,100.16,685.00,59.0
2026-08-19 16:22:55,ZONE_A,28.87,90.00,1000.06,100.01,538.33,52.0
2026-08-19 16:22:57,ZONE_A,28.85,90.00,1000.03,100.28,463.33,56.0
2026-08-19 16:22:59,ZONE_A,28.86,90.00,1000.01,100.45,183.33,58.0
2026-08-19 16:23:01,ZONE_A,28.86,90.00,1000.03,100.23,155.83,53.0
2026-08-19 16:23:03,ZONE_A,28.86,90.00,1000.04,100.15,252.50,56.0
2026-08-19 16:23:05,ZONE_A,28.86,90.00,1000.03,100.30,447.50,59.0
2026-08-19 16:23:07,ZONE_A,28.86,90.00,1000.03,100.23,669.17,64.0
2026-08-19 16:23:09,ZONE_A,28.88,90.00,1000.03,100.24,840.00,55.0
2026-08-19 16:23:11,ZONE_A,28.87,90.00,1000.04,100.20,788.33,53.0
2026-08-19 16:23:13,ZONE_A,28.85,90.00,999.99,100.63,641.67,55.0
2026-08-19 16:23:15,ZONE_A,28.84,90.00,999.99,100.62,553.33,59.0
2026-08-19 16:23:17,ZONE_A,28.82,90.00,999.99,100.60,719.17,58.0
2026-08-19 16:23:19,ZONE_A,28.79,90.00,1000.02,100.37,664.17,58.0
2026-08-19 16:23:21,ZONE_A,28.76,90.00,999.99,100.59,576.67,57.0
2026-08-19 16:23:23,ZONE_A,28.76,90.00,999.99,100.60,700.00,60.0
2026-08-19 16:23:25,ZONE_A,28.72,90.00,999.99,100.56,679.17,53.0
2026-08-19 16:23:27,ZONE_A,28.73,90.00,1000.03,100.28,778.33,52.0
2026-08-19 16:23:29,ZONE_A,28.73,90.00,999.99,100.59,690.83,54.0
2026-08-19 16:23:31,ZONE_A,28.75,90.00,1000.02,100.38,755.00,53.0
2026-08-19 16:23:33,ZONE_A,28.77,90.00,1000.03,100.25,983.33,56.0
2026-08-19 16:23:35,ZONE_A,28.78,90.00,1000.03,100.24,780.00,58.0
2026-08-19 16:23:37,ZONE_A,28.80,90.00,999.98,100.70,790.83,63.0
2026-08-19 16:23:39,ZONE_A,28.81,90.00,999.99,100.57,556.67,64.0
2026-08-19 16:23:41,ZONE_A,28.81,90.00,1000.00,100.49,582.50,64.0
2026-08-19 16:23:43,ZONE_A,28.83,90.00,1000.01,100.46,533.33,59.0
2026-08-19 16:23:45,ZONE_A,28.83,90.00,1000.02,100.33,292.50,70.0
2026-08-19 16:23:47,ZONE_A,28.84,90.00,999.97,100.77,310.00,61.0
2026-08-19 16:23:49,ZONE_A,28.84,90.00,1000.01,100.42,257.50,54.0
2026-08-19 16:23:51,ZONE_A,28.85,90.00,1000.02,100.37,446.67,59.0
2026-08-19 16:23:53,ZONE_A,28.86,90.00,1000.02,100.33,575.83,54.0
2026-08-19 16:23:55,ZONE_A,28.88,90.00,1000.05,100.09,640.83,64.0
2026-08-19 16:23:57,ZONE_A,28.88,90.00,1000.03,100.27,855.83,54.0
2026-08-19 16:23:59,ZONE_A,28.88,90.00,1000.05,100.07,380.00,63.0
2026-08-19 16:24:01,ZONE_A,28.88,90.00,1000.06,100.05,614.17,64.0
2026-08-19 16:24:03,ZONE_A,28.86,90.00,1000.01,100.45,647.50,59.0
2026-08-19 16:24:05,ZONE_A,28.84,90.00,1000.00,100.49,460.00,58.0
2026-08-19 16:24:07,ZONE_A,28.81,90.00,1000.01,100.46,295.83,58.0
2026-08-19 16:24:09,ZONE_A,28.80,90.00,999.96,100.84,150.83,55.0
2026-08-19 16:24:11,ZONE_A,28.79,90.00,999.86,101.73,2376.67,61.0
2026-08-19 16:24:13,ZONE_A,28.80,90.00,999.89,101.40,2380.00,55.0
2026-08-19 16:24:15,ZONE_A,28.81,90.00,999.90,101.38,2160.83,58.0
2026-08-19 16:24:17,ZONE_A,28.79,90.00,999.87,101.61,50.00,58.0
2026-08-19 16:24:19,ZONE_A,28.81,90.00,999.91,101.24,48.33,57.0
2026-08-19 16:24:21,ZONE_A,28.81,90.00,999.92,101.18,76.67,59.0
2026-08-19 16:24:23,ZONE_A,28.82,90.00,999.92,101.15,74.17,56.0
2026-08-19 16:24:25,ZONE_A,28.83,90.00,999.93,101.08,73.33,52.0
2026-08-19 16:24:27,ZONE_A,28.83,90.00,999.93,101.10,71.67,54.0
2026-08-19 16:24:29,ZONE_A,28.83,90.00,999.92,101.17,65.83,53.0
2026-08-19 16:24:31,ZONE_A,28.84,90.00,999.94,101.01,65.83,53.0
2026-08-19 16:24:33,ZONE_A,28.84,89.00,999.92,101.17,66.67,58.0
2026-08-19 16:24:35,ZONE_A,28.85,89.00,999.90,101.34,63.33,58.0
2026-08-19 16:24:37,ZONE_A,28.86,89.00,999.91,101.21,61.67,55.0
2026-08-19 16:24:39,ZONE_A,28.86,89.00,999.93,101.13,61.67,56.0
2026-08-19 16:24:41,ZONE_A,28.86,89.00,999.91,101.31,60.83,63.0
2026-08-19 16:24:43,ZONE_A,28.87,89.00,999.92,101.20,60.83,59.0
2026-08-19 16:24:45,ZONE_A,28.87,89.00,999.90,101.32,61.67,59.0
2026-08-19 16:24:47,ZONE_A,28.87,90.00,999.90,101.34,60.83,56.0
2026-08-19 16:24:49,ZONE_A,28.88,89.00,999.95,100.98,61.67,53.0
2026-08-19 16:24:51,ZONE_A,28.88,90.00,999.90,101.35,59.17,45.0
2026-08-19 16:24:53,ZONE_A,28.90,90.00,999.89,101.46,56.67,62.0
2026-08-19 16:24:55,ZONE_A,28.91,90.00,999.89,101.43,59.17,50.0
2026-08-19 16:24:57,ZONE_A,28.93,90.00,999.88,101.49,64.17,50.0
2026-08-19 16:24:59,ZONE_A,28.94,90.00,999.89,101.44,65.00,52.0
2026-08-19 16:25:01,ZONE_A,28.95,90.00,999.93,101.13,65.00,51.0
2026-08-19 16:25:03,ZONE_A,28.95,90.00,999.91,101.26,64.17,57.0
2026-08-19 16:25:05,ZONE_A,28.96,89.00,999.89,101.42,64.17,57.0
2026-08-19 16:25:07,ZONE_A,28.96,89.00,999.90,101.35,64.17,56.0
2026-08-19 16:25:09,ZONE_A,28.97,89.00,999.88,101.52,64.17,62.0
2026-08-19 16:25:11,ZONE_A,28.97,89.00,999.88,101.52,64.17,58.0
2026-08-19 16:25:13,ZONE_A,28.98,89.00,999.88,101.56,63.33,58.0
2026-08-19 16:25:15,ZONE_A,29.00,89.00,999.89,101.44,63.33,57.0
2026-08-19 16:25:17,ZONE_A,29.00,89.00,999.88,101.54,63.33,63.0
2026-08-19 16:25:19,ZONE_A,29.01,89.00,999.90,101.36,63.33,59.0
2026-08-19 16:25:21,ZONE_A,29.02,89.00,999.90,101.37,63.33,55.0
2026-08-19 16:25:23,ZONE_A,29.03,89.00,999.93,101.12,63.33,54.0
2026-08-19 16:25:25,ZONE_A,29.02,89.00,999.90,101.38,63.33,53.0
2026-08-19 16:25:27,ZONE_A,29.03,89.00,999.92,101.22,62.50,57.0
2026-08-19 16:25:29,ZONE_A,29.03,89.00,999.92,101.22,62.50,53.0
2026-08-19 16:25:31,ZONE_A,29.02,89.00,999.89,101.41,62.50,61.0
2026-08-19 16:25:33,ZONE_A,29.03,89.00,999.92,101.16,62.50,54.0
2026-08-19 16:25:35,ZONE_A,29.02,89.00,999.91,101.24,62.50,67.0
2026-08-19 16:25:37,ZONE_A,29.03,89.00,999.93,101.12,62.50,54.0
2026-08-19 16:25:39,ZONE_A,29.03,89.00,999.91,101.24,62.50,59.0
2026-08-19 16:25:41,ZONE_A,29.03,89.00,999.90,101.33,61.67,56.0
2026-08-19 16:25:43,ZONE_A,29.03,89.00,999.90,101.33,61.67,57.0
2026-08-19 16:25:45,ZONE_A,29.03,89.00,999.92,101.22,61.67,56.0
2026-08-19 16:25:47,ZONE_A,29.03,89.00,999.92,101.16,61.67,56.0
2026-08-19 16:25:49,ZONE_A,29.03,89.00,999.91,101.27,61.67,59.0
2026-08-19 16:25:51,ZONE_A,29.04,89.00,999.92,101.22,61.67,67.0
2026-08-19 16:25:53,ZONE_A,29.03,89.00,999.92,101.21,61.67,57.0
2026-08-19 16:25:55,ZONE_A,29.04,89.00,999.93,101.07,61.67,53.0
2026-08-19 16:25:57,ZONE_A,29.04,89.00,999.93,101.12,60.83,64.0
2026-08-19 16:25:59,ZONE_A,29.04,89.00,999.90,101.37,60.83,58.0
2026-08-19 16:26:01,ZONE_A,29.05,89.00,999.91,101.29,60.83,56.0
2026-08-19 16:26:03,ZONE_A,29.06,89.00,999.91,101.23,60.83,53.0
2026-08-19 16:26:05,ZONE_A,29.07,89.00,999.90,101.37,60.83,56.0
2026-08-19 16:26:07,ZONE_A,29.06,89.00,999.88,101.50,60.83,63.0
2026-08-19 16:26:09,ZONE_A,29.07,89.00,999.90,101.40,60.83,55.0
2026-08-19 16:26:11,ZONE_A,29.08,89.00,999.93,101.12,60.83,55.0
2026-08-19 16:26:13,ZONE_A,29.07,89.00,999.92,101.15,60.00,59.0
2026-08-19 16:26:15,ZONE_A,29.08,89.00,999.90,101.39,60.00,62.0
2026-08-19 16:26:17,ZONE_A,29.07,88.00,999.93,101.10,60.00,60.0
2026-08-19 16:26:19,ZONE_A,29.07,88.00,999.90,101.34,60.00,57.0
2026-08-19 16:26:21,ZONE_A,29.06,88.00,999.89,101.43,56.67,57.0
2026-08-19 16:26:23,ZONE_A,29.05,88.00,999.89,101.43,57.50,56.0
2026-08-19 16:26:25,ZONE_A,29.06,88.00,999.90,101.32,59.17,56.0
2026-08-19 16:26:27,ZONE_A,29.06,88.00,999.88,101.52,59.17,56.0
2026-08-19 16:26:29,ZONE_A,29.06,88.00,999.89,101.42,60.00,66.0
2026-08-19 16:26:31,ZONE_A,29.06,88.00,999.92,101.22,60.00,56.0
2026-08-19 16:26:33,ZONE_A,29.06,88.00,999.92,101.20,59.17,56.0
2026-08-19 16:26:35,ZONE_A,29.05,88.00,999.91,101.24,60.00,68.0
2026-08-19 16:26:37,ZONE_A,29.05,88.00,999.92,101.20,60.00,51.0
2026-08-19 16:26:39,ZONE_A,29.05,88.00,999.94,101.03,60.00,50.0
2026-08-19 16:26:41,ZONE_A,29.04,88.00,999.92,101.18,58.33,50.0
2026-08-19 16:26:43,ZONE_A,29.03,88.00,999.91,101.24,59.17,71.0
2026-08-19 16:26:45,ZONE_A,29.04,88.00,999.92,101.18,58.33,49.0
2026-08-19 16:26:47,ZONE_A,29.03,88.00,999.91,101.24,59.17,62.0
2026-08-19 16:26:49,ZONE_A,29.03,88.00,999.91,101.26,59.17,59.0
2026-08-19 16:26:51,ZONE_A,29.03,88.00,999.91,101.24,60.00,54.0
2026-08-19 16:26:53,ZONE_A,29.03,88.00,999.90,101.36,60.00,56.0
2026-08-19 16:26:55,ZONE_A,29.03,88.00,999.92,101.20,60.00,53.0
2026-08-19 16:26:57,ZONE_A,29.02,88.00,999.89,101.47,60.00,53.0
2026-08-19 16:26:59,ZONE_A,29.02,88.00,999.88,101.54,60.00,55.0
2026-08-19 16:27:01,ZONE_A,29.01,88.00,999.89,101.43,60.00,56.0
2026-08-19 16:27:03,ZONE_A,29.01,88.00,999.89,101.44,60.00,60.0
2026-08-19 16:27:05,ZONE_A,29.00,88.00,999.87,101.65,60.00,58.0
2026-08-19 16:27:07,ZONE_A,29.00,88.00,999.88,101.51,60.00,51.0
2026-08-19 16:27:09,ZONE_A,29.00,88.00,999.91,101.27,60.00,58.0
2026-08-19 16:27:11,ZONE_A,29.01,88.00,999.91,101.29,60.00,56.0
2026-08-19 16:27:13,ZONE_A,29.01,88.00,999.89,101.41,60.00,55.0
2026-08-19 16:27:15,ZONE_A,29.01,88.00,999.91,101.27,60.00,59.0
2026-08-19 16:27:17,ZONE_A,29.01,88.00,999.93,101.11,60.00,58.0
2026-08-19 16:27:19,ZONE_A,29.01,88.00,999.89,101.42,60.00,57.0
2026-08-19 16:27:21,ZONE_A,29.00,88.00,999.88,101.50,60.83,55.0
2026-08-19 16:27:23,ZONE_A,29.00,88.00,999.90,101.33,60.83,45.0
2026-08-19 16:27:25,ZONE_A,29.01,88.00,999.87,101.59,60.83,57.0
2026-08-19 16:27:27,ZONE_A,29.02,88.00,999.89,101.46,60.83,53.0
2026-08-19 16:27:29,ZONE_A,29.02,88.00,999.88,101.51,60.83,56.0
2026-08-19 16:27:31,ZONE_A,29.02,88.00,999.86,101.71,60.83,53.0
2026-08-19 16:27:33,ZONE_A,29.02,88.00,999.90,101.37,60.83,55.0
2026-08-19 16:27:35,ZONE_A,29.02,88.00,999.91,101.29,60.83,61.0
2026-08-19 16:27:37,ZONE_A,29.02,88.00,999.88,101.50,60.83,63.0
2026-08-19 16:27:39,ZONE_A,29.01,88.00,999.94,101.02,60.83,52.0
2026-08-19 16:27:41,ZONE_A,29.01,88.00,999.91,101.31,60.83,54.0
2026-08-19 16:27:43,ZONE_A,29.00,88.00,999.89,101.47,61.67,59.0
2026-08-19 16:27:45,ZONE_A,29.01,88.00,999.88,101.50,61.67,47.0
2026-08-19 16:27:47,ZONE_A,29.01,88.00,999.90,101.35,61.67,54.0
2026-08-19 16:27:49,ZONE_A,29.01,88.00,999.91,101.31,61.67,52.0
2026-08-19 16:27:51,ZONE_A,29.01,88.00,999.91,101.25,61.67,61.0
2026-08-19 16:27:53,ZONE_A,29.00,88.00,999.91,101.28,62.50,50.0
2026-08-19 16:27:55,ZONE_A,29.00,88.00,999.89,101.44,61.67,59.0
2026-08-19 16:27:57,ZONE_A,29.01,88.00,999.90,101.36,62.50,55.0
2026-08-19 16:27:59,ZONE_A,29.00,88.00,999.88,101.51,62.50,55.0
2026-08-19 16:28:01,ZONE_A,29.00,88.00,999.90,101.34,62.50,53.0
2026-08-19 16:28:03,ZONE_A,29.00,88.00,999.91,101.30,62.50,54.0
2026-08-19 16:28:05,ZONE_A,29.00,88.00,999.89,101.43,62.50,58.0
2026-08-19 16:28:07,ZONE_A,29.01,88.00,999.93,101.14,62.50,54.0
2026-08-19 16:28:09,ZONE_A,29.01,88.00,999.90,101.37,62.50,59.0
2026-08-19 16:28:11,ZONE_A,29.01,88.00,999.95,100.96,62.50,65.0
2026-08-19 16:28:13,ZONE_A,29.01,88.00,999.92,101.19,62.50,58.0
2026-08-19 16:28:15,ZONE_A,29.01,88.00,999.93,101.12,62.50,56.0
2026-08-19 16:28:17,ZONE_A,29.00,88.00,999.91,101.28,62.50,61.0
2026-08-19 16:28:19,ZONE_A,29.00,88.00,999.91,101.25,62.50,70.0
2026-08-19 16:28:21,ZONE_A,29.00,88.00,999.91,101.31,62.50,61.0
2026-08-19 16:28:23,ZONE_A,29.00,88.00,999.89,101.42,62.50,49.0
2026-08-19 16:28:25,ZONE_A,28.99,88.00,999.89,101.42,62.50,58.0
2026-08-19 16:28:27,ZONE_A,29.00,88.00,999.88,101.31,59.17,44.0
2026-08-19 16:28:29,ZONE_A,28.98,88.00,999.88,101.52,55.00,49.0
2026-08-19 16:28:31,ZONE_A,28.99,88.00,999.92,101.22,59.17,61.0
2026-08-19 16:28:33,ZONE_A,29.00,88.00,999.91,101.27,62.50,57.0
2026-08-19 16:28:35,ZONE_A,29.00,88.00,999.90,101.33,61.67,53.0
2026-08-19 16:28:37,ZONE_A,29.00,88.00,999.89,101.45,59.17,55.0
2026-08-19 16:28:39,ZONE_A,28.99,88.00,999.89,101.42,55.83,55.0
2026-08-19 16:28:41,ZONE_A,29.00,88.00,999.90,101.36,57.50,54.0
2026-08-19 16:28:43,ZONE_A,28.99,88.00,999.92,101.21,59.17,54.0
2026-08-19 16:28:45,ZONE_A,29.02,88.00,999.91,101.28,62.50,52.0
2026-08-19 16:28:47,ZONE_A,29.01,88.00,999.91,101.25,62.50,61.0
2026-08-19 16:28:49,ZONE_A,29.00,88.00,999.92,101.15,59.17,56.0
2026-08-19 16:28:51,ZONE_A,29.00,88.00,999.90,101.37,61.67,58.0
2026-08-19 16:28:53,ZONE_A,29.01,88.00,999.92,101.28,61.67,51.0
2026-08-19 16:28:55,ZONE_A,29.01,88.00,999.91,101.26,62.50,52.0
2026-08-19 16:28:57,ZONE_A,29.02,88.00,999.91,101.24,62.50,57.0
2026-08-19 16:28:59,ZONE_A,29.03,87.00,999.93,101.14,63.33,56.0
2026-08-19 16:29:01,ZONE_A,29.03,87.00,999.91,101.30,63.33,61.0
2026-08-19 16:29:03,ZONE_A,29.04,88.00,999.91,101.29,63.33,56.0
2026-08-19 16:29:05,ZONE_A,29.03,88.00,999.91,101.23,63.33,53.0
2026-08-19 16:29:07,ZONE_A,29.05,88.00,999.90,101.35,63.33,58.0
2026-08-19 16:29:09,ZONE_A,29.06,88.00,999.92,101.16,63.33,58.0
2026-08-19 16:29:11,ZONE_A,29.07,88.00,999.90,101.40,63.33,56.0
2026-08-19 16:29:13,ZONE_A,29.08,87.00,999.93,101.08,63.33,53.0
2026-08-19 16:29:15,ZONE_A,29.09,87.00,999.90,101.33,63.33,54.0
2026-08-19 16:29:17,ZONE_A,29.09,87.00,999.93,101.09,63.33,56.0
2026-08-19 16:29:19,ZONE_A,29.08,87.00,999.91,101.30,63.33,53.0
2026-08-19 16:29:21,ZONE_A,29.09,87.00,999.95,100.95,63.33,60.0
2026-08-19 16:29:23,ZONE_A,29.09,87.00,999.93,101.15,64.17,58.0
2026-08-19 16:29:25,ZONE_A,29.08,87.00,999.94,101.05,64.17,62.0
2026-08-19 16:29:27,ZONE_A,29.07,87.00,999.92,101.17,64.17,53.0
2026-08-19 16:29:29,ZONE_A,29.08,87.00,999.95,100.93,64.17,58.0
2026-08-19 16:29:31,ZONE_A,29.08,87.00,999.95,100.97,64.17,57.0
2026-08-19 16:29:33,ZONE_A,29.08,87.00,999.93,101.11,64.17,53.0
2026-08-19 16:29:35,ZONE_A,29.08,87.00,999.95,100.95,64.17,59.0
2026-08-19 16:29:37,ZONE_A,29.07,88.00,999.95,100.98,64.17,62.0
2026-08-19 16:29:39,ZONE_A,29.07,88.00,999.91,101.27,64.17,59.0
2026-08-19 16:29:41,ZONE_A,29.06,88.00,999.93,101.09,64.17,58.0
2026-08-19 16:29:43,ZONE_A,29.06,88.00,999.92,101.15,64.17,61.0
2026-08-19 16:29:45,ZONE_A,29.05,88.00,999.93,101.09,64.17,60.0
2026-08-19 16:29:47,ZONE_A,29.05,87.00,999.94,101.03,64.17,56.0
2026-08-19 16:29:49,ZONE_A,29.05,87.00,999.94,101.00,64.17,62.0
2026-08-19 16:29:51,ZONE_A,29.05,87.00,999.92,101.18,64.17,59.0
2026-08-19 16:29:53,ZONE_A,29.04,87.00,999.94,101.03,64.17,44.0
2026-08-19 16:29:55,ZONE_A,29.04,87.00,999.94,101.05,64.17,45.0
2026-08-19 16:29:57,ZONE_A,29.04,87.00,999.97,100.79,64.17,56.0
2026-08-19 16:29:59,ZONE_A,29.03,87.00,999.94,101.04,64.17,62.0
2026-08-19 16:30:01,ZONE_A,29.03,87.00,999.94,101.03,64.17,57.0
2026-08-19 16:30:03,ZONE_A,29.02,87.00,999.93,101.07,65.00,51.0
2026-08-19 16:30:05,ZONE_A,29.02,87.00,999.94,100.98,64.17,58.0
2026-08-19 16:30:07,ZONE_A,29.02,87.00,999.92,101.18,65.00,67.0
2026-08-19 16:30:09,ZONE_A,29.02,87.00,999.93,101.07,65.00,75.0
2026-08-19 16:30:11,ZONE_A,29.02,87.00,999.93,101.09,65.00,52.0
2026-08-19 16:30:13,ZONE_A,29.02,87.00,999.93,101.08,65.00,55.0
2026-08-19 16:30:15,ZONE_A,29.03,87.00,999.95,100.93,65.00,64.0
2026-08-19 16:30:17,ZONE_A,29.03,87.00,999.93,101.07,65.00,69.0
2026-08-19 16:30:19,ZONE_A,29.04,87.00,999.94,101.05,65.00,51.0
2026-08-19 16:30:21,ZONE_A,29.03,87.00,999.96,100.85,65.00,53.0
2026-08-19 16:30:23,ZONE_A,29.03,87.00,999.96,100.87,65.00,51.0
2026-08-19 16:30:25,ZONE_A,29.03,87.00,999.94,101.05,65.00,58.0
2026-08-19 16:30:27,ZONE_A,29.04,87.00,999.96,100.95,64.17,54.0
2026-08-19 16:30:29,ZONE_A,29.03,87.00,999.93,101.14,65.00,53.0
2026-08-19 16:30:31,ZONE_A,29.04,87.00,999.95,100.94,65.00,56.0
2026-08-19 16:30:33,ZONE_A,29.03,87.00,999.93,101.15,65.00,50.0
2026-08-19 16:30:35,ZONE_A,29.03,87.00,999.93,101.14,65.00,55.0
2026-08-19 16:30:37,ZONE_A,29.03,87.00,999.97,100.73,65.00,58.0
2026-08-19 16:30:39,ZONE_A,29.03,87.00,999.96,100.82,65.00,59.0
2026-08-19 16:30:41,ZONE_A,29.03,87.00,999.95,100.95,65.00,55.0
2026-08-19 16:30:43,ZONE_A,29.03,87.00,999.93,101.15,65.00,59.0
2026-08-19 16:30:45,ZONE_A,29.04,87.00,999.97,100.77,65.00,60.0
2026-08-19 16:30:47,ZONE_A,29.04,87.00,999.96,100.86,65.00,54.0
2026-08-19 16:30:49,ZONE_A,29.04,87.00,999.94,101.01,65.83,56.0
2026-08-19 16:30:51,ZONE_A,29.04,87.00,999.97,100.75,65.83,59.0
2026-08-19 16:30:53,ZONE_A,29.04,87.00,999.97,100.77,65.00,64.0
2026-08-19 16:30:55,ZONE_A,29.04,87.00,999.95,100.92,65.83,56.0
2026-08-19 16:30:57,ZONE_A,29.04,87.00,999.94,101.00,65.83,63.0
2026-08-19 16:30:59,ZONE_A,29.04,87.00,999.96,100.84,65.83,55.0
2026-08-19 16:31:01,ZONE_A,29.04,87.00,999.95,100.90,65.83,53.0
2026-08-19 16:31:03,ZONE_A,29.04,87.00,999.95,100.92,65.83,48.0
2026-08-19 16:31:05,ZONE_A,29.04,87.00,999.96,100.86,65.83,51.0
2026-08-19 16:31:07,ZONE_A,29.04,87.00,999.96,100.85,65.83,61.0
2026-08-19 16:31:09,ZONE_A,29.04,87.00,999.96,100.85,65.83,52.0
2026-08-19 16:31:11,ZONE_A,29.04,87.00,999.97,100.76,65.83,61.0
2026-08-19 16:31:13,ZONE_A,29.04,87.00,999.97,100.79,65.83,56.0
2026-08-19 16:31:15,ZONE_A,29.04,87.00,999.97,100.81,65.83,61.0
2026-08-19 16:31:17,ZONE_A,29.04,87.00,999.93,101.08,65.83,56.0
2026-08-19 16:31:19,ZONE_A,29.04,87.00,999.95,100.96,65.83,55.0
2026-08-19 16:31:21,ZONE_A,29.04,87.00,999.99,100.63,65.83,61.0
2026-08-19 16:31:23,ZONE_A,29.04,87.00,999.98,100.64,65.83,62.0
2026-08-19 16:31:25,ZONE_A,29.04,87.00,999.99,100.57,65.83,53.0
2026-08-19 16:31:27,ZONE_A,29.04,87.00,999.96,100.86,65.83,60.0
2026-08-19 16:31:29,ZONE_A,29.04,87.00,999.99,100.58,65.83,59.0
2026-08-19 16:31:31,ZONE_A,29.04,87.00,999.98,100.69,65.83,56.0
2026-08-19 16:31:33,ZONE_A,29.04,87.00,999.95,100.92,65.83,68.0
2026-08-19 16:31:35,ZONE_A,29.04,87.00,999.96,100.85,65.83,58.0
2026-08-19 16:31:37,ZONE_A,29.04,87.00,999.97,100.77,65.83,56.0
2026-08-19 16:31:39,ZONE_A,29.04,87.00,999.96,100.88,65.83,58.0
2026-08-19 16:31:41,ZONE_A,29.04,87.00,999.96,100.89,65.83,52.0
2026-08-19 16:31:43,ZONE_A,29.04,87.00,999.95,100.93,65.83,57.0
2026-08-19 16:31:45,ZONE_A,29.04,87.00,999.97,100.75,66.67,64.0
2026-08-19 16:31:47,ZONE_A,29.04,87.00,999.96,100.82,66.67,58.0
2026-08-19 16:31:49,ZONE_A,29.04,87.00,999.98,100.68,66.67,52.0
2026-08-19 16:31:51,ZONE_A,29.04,87.00,999.97,100.78,66.67,61.0
2026-08-19 16:31:53,ZONE_A,29.04,87.00,999.95,100.97,66.67,59.0
2026-08-19 16:31:55,ZONE_A,29.04,87.00,999.98,100.69,66.67,59.0
2026-08-19 16:31:57,ZONE_A,29.04,87.00,999.97,100.80,66.67,63.0
2026-08-19 16:31:59,ZONE_A,29.04,87.00,999.97,100.74,66.67,59.0
2026-08-19 16:32:01,ZONE_A,29.05,87.00,999.97,100.81,66.67,57.0
2026-08-19 16:32:03,ZONE_A,29.05,87.00,999.97,100.80,66.67,57.0
2026-08-19 16:32:05,ZONE_A,29.05,87.00,999.96,100.83,66.67,56.0
2026-08-19 16:32:07,ZONE_A,29.04,87.00,999.96,100.85,66.67,58.0
2026-08-19 16:32:09,ZONE_A,29.04,87.00,999.99,100.59,66.67,63.0
2026-08-19 16:32:11,ZONE_A,29.05,87.00,999.97,100.79,66.67,58.0
2026-08-19 16:32:13,ZONE_A,29.04,87.00,999.96,100.83,66.67,52.0
2026-08-19 16:32:15,ZONE_A,29.05,87.00,999.94,101.01,66.67,57.0
2026-08-19 16:32:17,ZONE_A,29.05,87.00,999.98,100.71,66.67,59.0
2026-08-19 16:32:19,ZONE_A,29.05,87.00,999.99,100.63,66.67,59.0
2026-08-19 16:32:21,ZONE_A,29.05,87.00,999.99,100.60,66.67,54.0
2026-08-19 16:32:23,ZONE_A,29.05,87.00,999.99,100.60,66.67,51.0
2026-08-19 16:32:25,ZONE_A,29.05,87.00,999.98,100.72,66.67,65.0
2026-08-19 16:32:27,ZONE_A,29.05,87.00,999.98,100.72,67.50,59.0
2026-08-19 16:32:29,ZONE_A,29.05,87.00,999.97,100.80,67.50,58.0
2026-08-19 16:32:31,ZONE_A,29.05,87.00,999.97,100.74,66.67,56.0
2026-08-19 16:32:33,ZONE_A,29.06,87.00,999.96,100.82,67.50,57.0
2026-08-19 16:32:35,ZONE_A,29.05,87.00,999.98,100.71,67.50,49.0
2026-08-19 16:32:37,ZONE_A,29.05,87.00,999.97,100.76,67.50,45.0
2026-08-19 16:32:39,ZONE_A,29.06,87.00,999.97,100.80,67.50,56.0
2026-08-19 16:32:41,ZONE_A,29.06,87.00,999.97,100.79,67.50,54.0
2026-08-19 16:32:43,ZONE_A,29.06,87.00,999.98,100.71,67.50,44.0
2026-08-19 16:32:45,ZONE_A,29.05,87.00,999.99,100.63,67.50,56.0
2026-08-19 16:32:47,ZONE_A,29.05,87.00,999.97,100.74,67.50,52.0
2026-08-19 16:32:49,ZONE_A,29.06,87.00,1000.00,100.49,67.50,55.0
2026-08-19 16:32:51,ZONE_A,29.06,87.00,999.96,100.87,67.50,59.0
2026-08-19 16:32:53,ZONE_A,29.06,87.00,999.96,100.83,67.50,56.0
2026-08-19 16:32:55,ZONE_A,29.06,87.00,999.97,100.65,67.50,53.0
2026-08-19 16:32:57,ZONE_A,29.06,86.00,999.99,100.59,67.50,56.0
2026-08-19 16:32:59,ZONE_A,29.06,86.00,999.99,100.64,67.50,57.0
2026-08-19 16:33:01,ZONE_A,29.06,87.00,999.97,100.75,67.50,45.0
2026-08-19 16:33:03,ZONE_A,29.06,87.00,999.98,100.70,67.50,53.0
2026-08-19 16:33:05,ZONE_A,29.06,87.00,999.99,100.59,67.50,65.0
2026-08-19 16:33:07,ZONE_A,29.06,86.00,1000.01,100.46,67.50,54.0
2026-08-19 16:33:09,ZONE_A,29.07,86.00,1000.03,100.23,67.50,59.0
2026-08-19 16:33:11,ZONE_A,29.07,86.00,1000.00,100.56,67.50,59.0
